query_id,language,query,tool_labels,difficulty
RT016300,hu,"Ezen a hétvégén készülök Szeretnék viszonylag központi helyeket Melyik országban van Prága, és milyen pénzt használnak Ha már itt tartunk, keress szállást Prága városában 10 éjszakára, 110 EUR/éj alatt",hotel|location,multi
RT112189,en,"I prefer practical options. A practical question: Which country, currency and language should I expect in Malta? I already booked my hotel, so don't search accommodation.",location,single
RT065542,en,I'm planning this next week. I don't mind walking. I'm putting together my itinerary. Check the forecast in Madrid for my 3-day stay.,weather,single
RT151765,en,"I'm planning this for a spring break. I'm travelling solo. What should I see in Tirana? Also, is Tirana likely to be rainy during a 4-day visit? Please keep the answer concise.",attractions|weather,multi
RT137677,hu,Még ebben a hónapban készülök. Szeretném rendesen megtervezni az utat. Nézd meg Cologne 3 napos időjárás-előrejelzését. Ezután keress Asian éttermet Cologne városában 51 EUR/fő alatt. És szükségem van egy jó szállásra Cologne városában 3 éjszakára. Legyen inkább praktikus a válasz.,hotel|restaurant|weather,multi
RT165270,hu,"Nem gond, ha sokat kell sétálni. Épp összeállítom a programomat. Hogyan közlekedjek Porto városában 1 napig? És ajánlj múzeumokat és nevezetességeket Porto városában. Első alkalommal megyek.",attractions|transport,multi
RT165318,hu,"Szeretném rendesen megtervezni az utat. Ajánlj múzeumokat és nevezetességeket Lisbon városában. És hol szálljak meg Lisbon városában 1 éjszakára, ha 170 EUR a napi keret? Ezután mennyibe kerül a helyi közlekedés Lisbon városában 1 napra? Arra is szükségem van, hogy jó éttermeket keresek Lisbon városában, maximum 33 eurós étkezéssel.",attractions|hotel|restaurant|transport,multi
RT239090,hu,Egy rövid utazásra készülök. Gyors utazási kérdés: Alkalmas lesz az idő szabadtéri programokra Edinburgh városában? Nem szeretnék felesleges kerülőket.,weather,single
RT144390,hu,"Épp összeállítom a programomat. Mi a pénznem és az időzóna Lyon városában? Ha már itt tartunk, milyen idő várható Lyon városában 10 napig? Továbbá hol egyek Lyon városában körülbelül 24 EUR/fő keretből?",location|restaurant|weather,multi
RT198881,en,Help me plan this properly. Which cultural stops in Zurich are worth my time? Then would you pack rain gear for Zurich for the coming 8 days? Please keep the answer concise.,attractions|weather,multi
RT226993,en,"We're travelling as a couple. Where would you go for food in Venice with roughly 36 EUR a head? Next, what is actually worth seeing in Venice?",attractions|restaurant,multi
RT239710,en,I'm planning this later this month. Help me plan this properly. Plan my city transport in Marseille for a 4-day stay.,transport,single
RT042468,hu,"Ajánlj 4.5+ értékelésű szállást Tallinn városában 170 EUR alatt. Ha már itt tartunk, adj alapvető helyi tudnivalókat Tallinn városáról.",hotel|location,multi
RT034791,hu,Még ebben a hónapban készülök. Gyors utazási kérdés: Mutass szobákat Lisbon városában 8 éjre legfeljebb 110 euróért. Végül autó nélkül hogyan járjam be Lisbon városát?,hotel|transport,multi
RT056664,en,"Before I book the rest of the trip, Is Krakow likely to be rainy during a 9-day visit?; find somewhere to stay in Krakow for 9 nights under 150 EUR per night.",hotel|weather,multi
RT209815,hu,"Most járok ott először. Épp összeállítom a programomat. Első utazás előtt mit kell tudni Ljubljana városáról? Ha már itt tartunk, mely kulturális helyeket vennéd előre Ljubljana városában?",attractions|location,multi
RT124716,en,I'd rather keep the plan flexible. I'm planning a trip. Show accommodation in Belgrade for 4 nights with a nightly cap of 90 EUR.,hotel,single
RT169754,en,A practical question: Give me dinner options in Munich with a budget around 48 EUR.,restaurant,single
RT133906,en,I'd rather keep the plan flexible. I'm putting together my itinerary. Tell me the local currency and timezone for Tallinn.,location,single
RT078854,hu,Nézd meg Gdansk 7 napos időjárás-előrejelzését.,weather,single
RT217488,hu,"Hol tudok megszállni Marseille városában 2 éjszakára legfeljebb 70 euróért?; hol ennél Marseille városában nagyjából 27 euróból fejenként?; a helyiek hogyan járnak Marseille városában, és mit vegyek 2 napra?",hotel|restaurant|transport,multi
RT034058,en,"This is a first visit. Compare local public-transport tickets in Brussels for a 3-day trip. Also, suggest somewhere good to eat in Brussels. I'd rather avoid unnecessary detours.",restaurant|transport,multi
RT154562,en,"I'm planning a trip. Give me destination facts for Barcelona. I also need this: where should I eat in Barcelona for about 27 EUR per person? While you're at it, find somewhere to stay in Barcelona for 3 nights under 70 EUR per night.",hotel|location|restaurant,multi
RT067869,hu,"Nem gond, ha sokat kell sétálni. 6 éjszakára kell hotel Lyon városában, maximum 210 euróért éjszakánként. Nem szeretnék felesleges kerülőket.",hotel,single
RT183450,hu,"Ajánlj vacsorahelyeket Naples városában. A szállás már megvan, hotelt ne keress.",restaurant,single
RT127457,en,"I'm planning this for an upcoming trip. I'm putting together my itinerary. Help me shortlist hotels in Reykjavik: 5 nights, max 120 EUR/night. Please keep the answer concise.",hotel,single
RT008607,en,"I prefer practical options. Find good Mediterranean restaurants in Gdansk under 42 EUR each. On top of that, show metro, bus and pass options for Gdansk. Next, look for well-rated rooms in Gdansk for 7 nights, preferably below 190 EUR.",hotel|restaurant|transport,multi
RT065732,hu,"Nem gond, ha sokat kell sétálni. Mutass szobákat Naples városában 9 éjre legfeljebb 70 euróért. Végül mutasd a metró-, busz- és bérletlehetőségeket Naples városában. Rövid, rangsorolt lista is elég.",hotel|transport,multi
RT133851,hu,Most járok ott először. Ajánlj múzeumokat és nevezetességeket Nicosia városában. Emellett hol lehet jót enni Nicosia városában?,attractions|restaurant,multi
RT145141,en,"A practical question: Help me shortlist hotels in London: 2 nights, max 140 EUR/night.",hotel,single
RT074949,en,"i'm travelling solo. i'm packing for seville; what conditions should i expect for 10 days? while you're at it, estimate public transport costs in seville for 10 days.",transport|weather,multi
RT059451,en,"I don't mind walking. Before I book the rest of the trip, Which country, currency and language should I expect in Brussels?",location,single
RT078392,en,Give me dinner options in London with a budget around 36 EUR.,restaurant,single
RT191186,en,"I'm planning this later this month. I want culture and interesting sights in Vienna; what do you recommend? I also need this: what transit pass makes sense in Vienna for 4 days? On top of that, i need a 4-night hotel in Vienna; keep it below 150 EUR and rating 4.5+.",attractions|hotel|transport,multi
RT160920,en,I don't mind walking I need food recommendations in Prague; keep meals below 33 EUR,restaurant,single
RT227840,en,I'm planning this next week. What's the sensible transit setup for Bologna?,transport,single
RT210346,en,"Can you find a bed in Helsinki for 4 nights inside a 190 EUR nightly budget? Also, point me to bakery/café food in Helsinki. While you're at it, give me currency/language/time-zone basics for Helsinki.",hotel|location|restaurant,multi
RT195263,hu,Még ebben a hónapban készülök. Mely kulturális helyeket vennéd előre Copenhagen városában? Első alkalommal megyek.,attractions,single
RT158945,hu,"Egyedül utazom. Szeretném rendesen megtervezni az utat. Hol szálljak meg Budapest városában 1 éjszakára, ha 230 EUR a napi keret? Nem szeretnék felesleges kerülőket.",hotel,single
RT186684,hu,Mit érdemes tudnom Bratislava városáról indulás előtt? Végül milyen hőmérsékletre és csapadékra számítsak Bratislava városában? Továbbá ajánlj vacsorahelyeket Bratislava városában. Nem szeretnék felesleges kerülőket.,location|restaurant|weather,multi
RT012169,en,I'm planning this for an upcoming trip. I'm putting together my itinerary. What transit pass makes sense in Edinburgh for 5 days? I'd rather avoid unnecessary detours.,transport,single
RT114896,hu,"Rövid városnézés lesz. Gyors utazási kérdés: Hol szálljak meg Salzburg városában 2 éjszakára, ha 170 EUR a napi keret?",hotel,single
RT019409,en,Give me temperatures and rain chances for Nice for 1 days. Then where should I eat in Nice for about 60 EUR per person? This is for a first visit.,restaurant|weather,multi
RT055002,en,"I'm planning this later this month. A practical question: Give me temperatures and rain chances for Bologna for 7 days. I already booked my hotel, so don't search accommodation.",weather,single
RT064954,en,I don't mind walking. Will I need an umbrella in Zurich over the next 3 days?,weather,single
RT148556,en,"Look for well-rated rooms in Vilnius for 1 nights, preferably below 130 EUR. Then build a sightseeing list for Vilnius, especially museums and landmarks. Please use the constraints above.",attractions|hotel,multi
RT000202,hu,Egy rövid utazásra készülök. Most járok ott először. Épp összeállítom a programomat. Ajánlj vacsorahelyeket Belgrade városában.,restaurant,single
RT038268,hu,"Egy rövid utazásra készülök. Mielőtt mindent lefoglalok, Nézd meg Tallinn 3 napos időjárás-előrejelzését. Első alkalommal megyek.",weather,single
RT167893,en,"I'm planning this next week. Find somewhere to stay in Helsinki for 5 nights under 210 EUR per night. On top of that, how should I get around Helsinki for 5 days?",hotel|transport,multi
RT098478,hu,Ezen a hétvégén készülök. Épp összeállítom a programomat. 5 napot töltök Nice városában; milyen időre készüljek? Legyen inkább praktikus a válasz.,weather,single
RT128040,hu,Családdal utazom. Gyors utazási kérdés: Mit érdemes megnézni Nicosia városában? Végül hol lehet jót enni Nicosia városában?,attractions|restaurant,multi
RT193365,en,"I'm planning this for an upcoming trip. Before I book the rest of the trip, Point me to Indian food in Lyon.",restaurant,single
RT062458,hu,Mutass szobákat Geneva városában 8 éjre legfeljebb 90 euróért. Legyen inkább praktikus a válasz.,hotel,single
RT004634,en,I'm putting together my itinerary. Find good bakery/café restaurants in Porto under 54 EUR each.,restaurant,single
RT177141,hu,"Keress 25 EUR alatti belépőjű látnivalókat Gdansk városában. Ha már itt tartunk, szükségem van egy jó szállásra Gdansk városában 4 éjszakára. És autó nélkül hogyan járjam be Gdansk városát?",attractions|hotel|transport,multi
RT054059,hu,"Mutasd a metró-, busz- és bérletlehetőségeket Zurich városában. Legyen inkább praktikus a válasz. Étteremajánlásra nincs szükségem.",transport,single
RT049737,en,Estimate public transport costs in Munich for 10 days.,transport,single
RT015980,en,Quick travel question: Estimate public transport costs in Porto for 10 days. I also need this: find good Mediterranean restaurants in Porto under 45 EUR each. This is for a first visit.,restaurant|transport,multi
RT026158,en,I care more about value than luxury. Quick travel question: Where can I sleep in Bucharest for 2 nights without going over 90 EUR a night? And i need practical local information about Bucharest.,hotel|location,multi
RT017765,en,"I'm putting together my itinerary. What should I see in Thessaloniki? Then look for well-rated rooms in Thessaloniki for 10 nights, preferably below 140 EUR. A short ranked list is enough.",attractions|hotel,multi
RT103415,hu,"Egy rövid utazásra készülök. Melyik országban van Róma, és milyen pénzt használnak? Emellett ajánlj 4.0+ értékelésű szállást Róma városában 170 EUR alatt.",hotel|location,multi
RT177865,en,"I don't mind walking. I'm putting together my itinerary. Show metro, bus and pass options for Malta. I also need this: what should I see in Malta?",attractions|transport,multi
RT014790,hu,Inkább praktikus megoldásokat keresek. Egy gyakorlati kérdés: Kulturális programokat keresek Brussels városában.,attractions,single
RT194846,hu,"London városában keresek alvóhelyet 2 éjre, éjszakánként legfeljebb 80 EUR-ért. És első utazás előtt mit kell tudni London városáról? Végül mi a legegyszerűbb helyi közlekedés London városában 2 napra? Rövid, rangsorolt lista is elég.",hotel|location|transport,multi
RT027127,hu,"Mivel töltenél el egy fél napot Zagreb városában? Végül melyik országban van Zagreb, és milyen pénzt használnak?",attractions|location,multi
RT018077,hu,Egy tavaszi kiruccanásra készülök. Mit érdemes tudnom Prága városáról indulás előtt? Emellett hogyan közlekedjek Prága városában 1 napig?,location|transport,multi
RT128098,hu,"Rugalmas programot szeretnék. Egy gyakorlati kérdés: Kell esernyőt vinnem Seville városába a következő 4 napra? Arra is szükségem van, hogy hol egyek Seville városában körülbelül 57 EUR/fő keretből?",restaurant|weather,multi
RT183123,en,It's a short city break. Quick travel question: What transit pass makes sense in Zagreb for 8 days? Please keep the answer concise.,transport,single
RT040232,en,"Find restaurants in Thessaloniki, preferably Middle Eastern, rated at least 3.5. Then will I need an umbrella in Thessaloniki over the next 8 days? I already booked my hotel, so don't search accommodation.",restaurant|weather,multi
RT050038,hu,"Épp összeállítom a programomat. Mutasd a metró-, busz- és bérletlehetőségeket Zurich városában. Rövid, rangsorolt lista is elég.",transport,single
RT058854,en,I'm travelling with family. Where should I eat in Athens for about 54 EUR per person?,restaurant,single
RT201484,en,"I care more about value than luxury. What local facts matter for a first visit to Prague? And how warm or wet should Prague be during my 8-day break? On top of that, can you find a bed in Prague for 8 nights inside a 170 EUR nightly budget?",hotel|location|weather,multi
RT131970,en,"I don't mind walking. Suggest places worth visiting in Athens with tickets under 20 EUR. I also need this: which country, currency and language should I expect in Athens? Also, estimate public transport costs in Athens for 2 days. This is for a first visit.",attractions|location|transport,multi
RT192005,en,I'm planning this this weekend. Work out local transit choices for Geneva. This is for a first visit.,transport,single
RT200578,hu,"Még ebben a hónapban készülök. Mi a legegyszerűbb helyi közlekedés Dublin városában 3 napra? A szállás már megvan, hotelt ne keress.",transport,single
RT112267,hu,"Várható eső Vilnius környékén a 9 napos utam alatt?; számolj közlekedési keretet Vilnius városára 9 napra.; milyen parkok, múzeumok és történelmi helyek vannak Vilnius városában?",attractions|transport|weather,multi
RT210463,hu,Most járok ott először. Mutass Asian helyeket Split városában. Legyen inkább praktikus a válasz.,restaurant,single
RT009364,en,"I'm planning this next week. This is a first visit. For an upcoming city break, I'm packing for Bratislava; what conditions should I expect for 7 days?",weather,single
RT001872,hu,"Inkább praktikus megoldásokat keresek. Keress 40 EUR alatti belépőjű látnivalókat Sarajevo városában. Arra is szükségem van, hogy 7 éjszakára kell hotel Sarajevo városában, maximum 120 euróért éjszakánként. Továbbá ajánlj vacsorahelyeket Sarajevo városában. Emellett milyen nyelvre és pénznemre készüljek Sarajevo városában?",attractions|hotel|location|restaurant,multi
RT207339,hu,Utazást tervezek. Hol vacsorázzak Róma városában 48 euró körüli kerettel? Továbbá vigyünk esőkabátot Róma városába egy 6 napos útra? Emellett tervezd meg a helyi utazásomat Róma városában.,restaurant|transport|weather,multi
RT033562,en,"I'm planning this later this month. I care more about value than luxury. Help me shortlist hotels in Stockholm: 3 nights, max 130 EUR/night. On top of that, check the forecast in Stockholm for my 3-day stay.",hotel|weather,multi
RT161721,hu,Ezen a hétvégén készülök. Gyors utazási kérdés: Várható eső Luxembourg környékén a 9 napos utam alatt? Továbbá ajánlj 4.5+ értékelésű szállást Luxembourg városában 80 EUR alatt.,hotel|weather,multi
RT065487,hu,"Adj gyakorlati információkat Amsterdam városáról: pénznem, nyelv és időzóna. Arra is szükségem van, hogy mivel töltenél el egy fél napot Amsterdam városában? Nem szeretnék felesleges kerülőket.",attractions|location,multi
RT133376,en,"Compare local public-transport tickets in Thessaloniki for a 4-day trip. While you're at it, what should I see in Thessaloniki?",attractions|transport,multi
RT134592,hu,Páros utazás lesz. Egy gyakorlati kérdés: Várható eső Helsinki környékén a 4 napos utam alatt? És ajánlj múzeumokat és nevezetességeket Helsinki városában. Első alkalommal megyek.,attractions|weather,multi
RT104487,en,"For an upcoming city break, Is Gdansk likely to be rainy during a 2-day visit?",weather,single
RT061654,hu,"Az ár-érték arány fontosabb a luxusnál. 5 éjszakára kell hotel Stockholm városában, maximum 70 euróért éjszakánként. Legyen inkább praktikus a válasz.",hotel,single
RT067348,en,I'd like to stay fairly central. How should I get around Ljubljana for 6 days? I prefer practical options.,transport,single
RT191703,hu,páros utazás lesz. utazást tervezek. mennyibe kerül a helyi közlekedés bratislava városában 8 napra? továbbá 8 napot töltök bratislava városában; milyen időre készüljek? első alkalommal megyek.,transport|weather,multi
RT230645,hu,"Rövid városnézés lesz. Mi az ésszerű tömegközlekedési megoldás Florence városában? Rövid, rangsorolt lista is elég.",transport,single
RT155166,hu,Milyen tömegközlekedési bérletet érdemes venni Dublin városában 1 napra? Ezután nézd meg Dublin 1 napos időjárás-előrejelzését.,transport|weather,multi
RT101636,en,"Before I book the rest of the trip, Is Lisbon likely to be rainy during a 8-day visit? I already booked my hotel, so don't search accommodation.",weather,single
RT113648,en,"I'm planning this for a quick getaway. I'm planning a trip. Check the forecast in Milan for my 7-day stay. Also, suggest places worth visiting in Milan with tickets under 5 EUR. Then can I move around Milan without a car, and what will it cost for 7 days?",attractions|transport|weather,multi
RT096795,en,"I'm travelling with family. Help me shortlist hotels in Edinburgh: 5 nights, max 100 EUR/night.",hotel,single
RT221377,hu,"Rövid városnézés lesz. Gyors utazási kérdés: Kulturális programokból álló listát kérek Zurich városára. Arra is szükségem van, hogy hol tudok megszállni Zurich városában 4 éjszakára legfeljebb 150 euróért?",attractions|hotel,multi
RT137184,en,I'm planning a trip. How should I get around Lisbon for 3 days?,transport,single
RT208936,en,We're travelling as a couple. Help me plan this properly. What's the easiest way to travel locally in Luxembourg for 10 days? I'd rather avoid unnecessary detours.,transport,single
RT211999,hu,"Családdal utazom. Szeretném rendesen megtervezni az utat. Első utazás előtt mit kell tudni Belgrade városáról? Ha már itt tartunk, mely kulturális helyeket vennéd előre Belgrade városában?",attractions|location,multi
RT081749,en,I'm planning this this weekend. I don't mind walking. Tell me the local currency and timezone for Lisbon.,location,single
RT070309,hu,Egyedül utazom. Mutass legalább 3.5 értékelésű éttermeket Marseille városában.; kell esernyőt vinnem Marseille városába a következő 9 napra?,restaurant|weather,multi
RT189580,en,I'm planning this next week. Will I need an umbrella in Krakow over the next 9 days?,weather,single
RT106782,en,"I'd like to stay fairly central. Before I book the rest of the trip, Give me the practical basics for Barcelona: currency, language and timezone. Also, will I need an umbrella in Barcelona over the next 1 days? A short ranked list is enough.",location|weather,multi
RT074653,hu,Egy rövid utazásra készülök. Épp összeállítom a programomat. Ajánlj vacsorahelyeket Copenhagen városában.,restaurant,single
RT002652,hu,"Inkább praktikus megoldásokat keresek. Gyors utazási kérdés: Hol egyek Oslo városában körülbelül 42 EUR/fő keretből? Ha már itt tartunk, keress 5 EUR alatti belépőjű látnivalókat Oslo városában. Rövid, rangsorolt lista is elég.",attractions|restaurant,multi
RT000029,hu,"Jövő héten készülök. Szeretném rendesen megtervezni az utat. Hogyan közlekedjek London városában 3 napig? Emellett ajánlj múzeumokat és nevezetességeket London városában. Rövid, rangsorolt lista is elég.",attractions|transport,multi
RT192317,hu,"Még ebben a hónapban készülök. Gyors utazási kérdés: Sarajevo városában keresek alvóhelyet 2 éjre, éjszakánként legfeljebb 110 EUR-ért.",hotel,single
RT130053,hu,"Mielőtt mindent lefoglalok, Ajánlj múzeumokat és nevezetességeket Párizs városában. Végül hol lehet jót enni Párizs városában? Legyen inkább praktikus a válasz.",attractions|restaurant,multi
RT113593,en,Find good Asian restaurants in Rome under 27 EUR each.,restaurant,single
RT116652,en,I'm planning this for an upcoming trip Suggest somewhere good to eat in Porto Please keep the answer concise,restaurant,single
RT227121,en,"I'd rather keep the plan flexible. How do locals get around Skopje, and what should I buy for 9 days?; what conditions should I plan around in Skopje for 9 days? This is for a first visit.",transport|weather,multi
RT186434,en,Quick travel question: What's the weather looking like in Split for 8 days? No restaurant suggestions are needed.,weather,single
RT103619,hu,"Ezen a hétvégén készülök. Melyik országban van Nicosia, és milyen pénzt használnak?",location,single
RT082423,en,I'm putting together my itinerary. Show accommodation in Amsterdam for 6 nights with a nightly cap of 190 EUR.; fill half a day in Amsterdam with attractions. This is for a first visit.,attractions|hotel,multi
RT173168,en,"Tell me the local currency and timezone for Tallinn. On top of that, what's the weather looking like in Tallinn for 6 days? Then i need food recommendations in Tallinn; keep meals below 54 EUR. On top of that, where can I sleep in Tallinn for 6 nights without going over 210 EUR a night? I prefer practical options.",hotel|location|restaurant|weather,multi
RT184404,en,"A practical question: Find restaurants in Tallinn, preferably Middle Eastern, rated at least 4.0. I also need this: what transit pass makes sense in Tallinn for 2 days? Then what should I know about Tallinn before I arrive? While you're at it, give me temperatures and rain chances for Tallinn for 2 days.",location|restaurant|transport|weather,multi
RT190134,hu,Jövő héten készülök. Mi a pénznem és az időzóna Tallinn városában?,location,single
RT096919,hu,Jövő héten készülök Családdal utazom 3 napot töltök Sarajevo városában; milyen időre készüljek,weather,single
RT172553,en,"Tell me the local currency and timezone for Split. On top of that, help me shortlist hotels in Split: 8 nights, max 200 EUR/night.",hotel|location,multi
RT072225,en,I'm planning this for an upcoming trip. What's the weather looking like in Lyon for 9 days? I also need this: compare local public-transport tickets in Lyon for a 9-day trip.,transport|weather,multi
RT196212,hu,"Hol vacsorázzak Luxembourg városában 54 euró körüli kerettel? Ha már itt tartunk, tervezd meg a helyi utazásomat Luxembourg városában.",restaurant|transport,multi
RT178735,hu,Adj alapvető helyi tudnivalókat Hamburg városáról. Továbbá milyen idő várható Hamburg városában 5 napig?,location|weather,multi
RT097916,en,I prefer practical options. Quick travel question: Check the forecast in Lisbon for my 3-day stay. I also need this: compare local public-transport tickets in Lisbon for a 3-day trip. A short ranked list is enough.,transport|weather,multi
RT184389,en,"I'd like to stay fairly central. Before I book the rest of the trip, Show metro, bus and pass options for Helsinki.",transport,single
RT178214,en,"I'm planning this for a spring break. Show metro, bus and pass options for Oslo.",transport,single
RT174433,en,"I don't mind walking. Build a sightseeing list for Zurich, especially museums and landmarks. Next, estimate public transport costs in Zurich for 2 days. And give me the practical basics for Zurich: currency, language and timezone. I'd rather avoid unnecessary detours.",attractions|location|transport,multi
RT123275,hu,Egy rövid utazásra készülök. Családdal utazom. Hol lehet jót enni Edinburgh városában?; várható eső Edinburgh környékén a 2 napos utam alatt? Tartsd be a fenti kereteket.,restaurant|weather,multi
RT159991,hu,"Szeretném rendesen megtervezni az utat. Melyik országban van Bucharest, és milyen pénzt használnak? Legyen inkább praktikus a válasz.",location,single
RT183316,en,"Help me plan this properly. What should I see in Malta? Next, suggest somewhere good to eat in Malta.",attractions|restaurant,multi
RT039424,en,"I'm planning this for an upcoming trip. This is a first visit. A practical question: I want culture and interesting sights in Berlin; what do you recommend? Next, tell me the local currency and timezone for Berlin.",attractions|location,multi
RT189793,hu,Gyors utazási kérdés: Mi a pénznem és az időzóna Salzburg városában? Továbbá keress vegan éttermet Salzburg városában 48 EUR/fő alatt.,location|restaurant,multi
RT170864,en,"I'm planning this for a spring break. I care more about value than luxury. Find restaurants in Salzburg, preferably Mediterranean, rated at least 4.7.",restaurant,single
RT237729,hu,"Páros utazás lesz. Még nincs szállásom Barcelona városában: 3 éj, 150 EUR/éj. Ha már itt tartunk, mely látnivalókat priorizálnád Barcelona városában? Emellett milyen pénz, nyelv és időzóna van Barcelona városában?",attractions|hotel|location,multi
RT127966,en,"A practical question: Show metro, bus and pass options for Porto. Next, give me dinner options in Porto with a budget around 51 EUR.",restaurant|transport,multi
RT221849,hu,Épp összeállítom a programomat. Jó vacsorát szeretnék Sofia városában 51 euró körül. Ezután kulturális programokból álló listát kérek Sofia városára.,attractions|restaurant,multi
RT224944,en,I'm planning this next week. Which sights would you prioritise in Oslo?,attractions,single
RT059618,hu,"7 éjszakára kell hotel London városában, maximum 90 euróért éjszakánként.",hotel,single
RT096500,hu,Az ár-érték arány fontosabb a luxusnál. Keress Indian éttermet Róma városában 51 EUR/fő alatt. Nem szeretnék felesleges kerülőket.,restaurant,single
RT068422,hu,"Szeretném rendesen megtervezni az utat Mutasd a metró-, busz- és bérletlehetőségeket Ljubljana városában A szállás már megvan, hotelt ne keress",transport,single
RT237108,hu,"Egy tavaszi kiruccanásra készülök. Most járok ott először. Épp összeállítom a programomat. Legyen egy bázisom Geneva városában 9 éjszakára, 160 EUR legyen a felső határ. Rövid, rangsorolt lista is elég.",hotel,single
RT215513,hu,Egy tavaszi kiruccanásra készülök. Egyedül utazom. Tervezd meg a helyi utazásomat Tallinn városában. Ezután vigyünk esőkabátot Tallinn városába egy 3 napos útra?,transport|weather,multi
RT230512,hu,"Ezen a hétvégén készülök. Egyedül utazom. Add meg a legfontosabb gyakorlati tényeket Luxembourg városáról. Arra is szükségem van, hogy jó vacsorát szeretnék Luxembourg városában 51 euró körül. Végül kabát vagy esernyő kell inkább Luxembourg városába 2 napra? Rövid, rangsorolt lista is elég.",location|restaurant|weather,multi
RT189908,hu,Egy rövid utazásra készülök. Egy gyakorlati kérdés: Számolj közlekedési keretet Sofia városára 6 napra. Nem szeretnék felesleges kerülőket.,transport,single
RT039409,en,Help me plan this properly. I need a 7-night hotel in Sarajevo; keep it below 220 EUR and rating 3.5+.,hotel,single
RT001881,hu,"Utazást tervezek. Mutass legalább 4.2 értékelésű éttermeket Reykjavik városában. Emellett hol szálljak meg Reykjavik városában 8 éjszakára, ha 80 EUR a napi keret? Végül milyen parkok, múzeumok és történelmi helyek vannak Reykjavik városában? Végül adj gyakorlati információkat Reykjavik városáról: pénznem, nyelv és időzóna.",attractions|hotel|location|restaurant,multi
RT227202,hu,"Mielőtt mindent lefoglalok, Kérek néhány étteremötletet Salzburg városában, lehetőleg Asian konyhával. Emellett mi az ésszerű tömegközlekedési megoldás Salzburg városában?",restaurant|transport,multi
RT096439,en,"For an upcoming city break, What transit pass makes sense in Riga for 7 days? Then give me destination facts for Riga. I also need this: where should I eat in Riga for about 60 EUR per person? Please keep the answer concise.",location|restaurant|transport,multi
RT123901,en,"How should I get around Tirana for 8 days?; help me shortlist hotels in Tirana: 8 nights, max 170 EUR/night.",hotel|transport,multi
RT102162,en,"I'm planning this for an upcoming trip. I'd like to stay fairly central. Before I book the rest of the trip, Find museums, parks or historic places in Dublin. And can I move around Dublin without a car, and what will it cost for 8 days?",attractions|transport,multi
RT049110,en,"I don't mind walking. Is Riga likely to be rainy during a 3-day visit? Also, where can I sleep in Riga for 3 nights without going over 120 EUR a night?",hotel|weather,multi
RT081812,en,"I'm planning this for an upcoming trip. I prefer practical options. Before I book the rest of the trip, Give me temperatures and rain chances for Edinburgh for 8 days.",weather,single
RT001117,hu,"Rövid városnézés lesz. Milyen tömegközlekedési bérletet érdemes venni Venice városában 1 napra? Rövid, rangsorolt lista is elég.",transport,single
RT201562,hu,"Jövő héten készülök. Belgrade városában keresek alvóhelyet 9 éjre, éjszakánként legfeljebb 160 EUR-ért. Étteremajánlásra nincs szükségem.",hotel,single
RT183558,en,I don't mind walking. Fill half a day in Athens with attractions. Please keep the answer concise.,attractions,single
RT203489,en,"I'm planning this for an upcoming trip. This is a first visit. A practical question: Accommodation needed in Lyon for 10 nights, preferably 4.2+ and no more than 100 EUR. Then where could I have a decent meal in Lyon without exceeding 45 EUR?",hotel|restaurant,multi
RT235829,hu,"Az ár-érték arány fontosabb a luxusnál. Mielőtt mindent lefoglalok, Kérek néhány étteremötletet Gdansk városában, lehetőleg Indian konyhával. Legyen inkább praktikus a válasz.",restaurant,single
RT102414,hu,Gyors utazási kérdés: Keress vegan éttermet Luxembourg városában 39 EUR/fő alatt.,restaurant,single
RT111571,en,"I'd rather keep the plan flexible. Quick travel question: What should I know about Helsinki before I arrive? And can I move around Helsinki without a car, and what will it cost for 6 days? A short ranked list is enough.",location|transport,multi
RT001625,en,"Help me shortlist hotels in Gdansk: 9 nights, max 70 EUR/night. I also need this: will I need an umbrella in Gdansk over the next 9 days? Then can I move around Gdansk without a car, and what will it cost for 9 days? I'd rather avoid unnecessary detours.",hotel|transport|weather,multi
RT078745,en,I'm planning this this weekend. I need a 7-night hotel in Innsbruck; keep it below 230 EUR and rating 4.5+.,hotel,single
RT071825,hu,"Jövő héten készülök. Nem gond, ha sokat kell sétálni. Ajánlj múzeumokat és nevezetességeket Geneva városában.",attractions,single
RT202878,hu,"Mielőtt mindent lefoglalok, Pénznem, nyelv, időzóna: mi vonatkozik Riga városára? Ha már itt tartunk, melyik jegyet vagy bérletet vegyem Riga városában?",location|transport,multi
RT196293,en,I'm planning a trip. Which cultural stops in Barcelona are worth my time? I also need this: shortlist a place to sleep in Barcelona for 9 nights; ceiling 120 EUR nightly. And point me to Mediterranean food in Barcelona.,attractions|hotel|restaurant,multi
RT108527,en,Suggest places worth visiting in Stockholm with tickets under 40 EUR. A short ranked list is enough.,attractions,single
RT213463,hu,Készíts rövid felfedeznivaló-listát Bologna városához. És mutass Italian helyeket Bologna városában. Tartsd be a fenti kereteket.,attractions|restaurant,multi
RT090831,en,"I'm planning this next week. A practical question: Give me the practical basics for Berlin: currency, language and timezone. While you're at it, can I move around Berlin without a car, and what will it cost for 9 days?",location|transport,multi
