query_id,query,tool_labels,city,difficulty
CH024893,What would you not skip in Malta I haven't sorted a base in Malta yet,attractions|hotel,Malta,indirect_noisy
CH024894,Legyen praktikus. Mivel töltenél el egy délutánt Krakkó városában?,attractions,Krakow,indirect_noisy
CH024895,Would outdoor plans be risky in Dublin?,weather,Dublin,indirect_noisy
CH024896,Find me a table worth booking in Riga. What's the smartest way to get around Riga?,restaurant|transport,Riga,indirect_noisy
CH024897,Find me a table worth booking in Prague. I already have accommodation booked; don't search hotels.,restaurant,Prague,indirect_noisy
CH024898,Kevés csomaggal megyek. Hová ülnél be enni Istanbul városában? I won't have a car in Istanbul; how do I move around? Gyors helyi eligazítást kérek Istanbul városáról.,location|restaurant|transport,Istanbul,indirect_noisy
CH024899,This is my first time there. Fill an afternoon in Reykjavik with worthwhile stops.,attractions,Reykjavik,indirect_noisy
CH024900,Most leszek ott először. Hová ülnél be enni Cologne városában?,restaurant,Cologne,indirect_noisy
CH024901,"Legyen praktikus. Give me reasons to leave the hotel in Split.; Gyors helyi eligazítást kérek Split városáról. A szállás már megvan, hotelt ne keress.",attractions|location,Split,indirect_noisy
CH024902,This is my first time there. Will the weather ruin outdoor plans in Marseille? / Give me reasons to leave the hotel in Marseille.,attractions|weather,Marseille,indirect_noisy
CH024903,"Most leszek ott először. Mivel töltenél el egy délutánt Nice városában? A szállás már megvan, hotelt ne keress.",attractions,Nice,indirect_noisy
CH024904,This is my first time there. I haven't sorted a base in Skopje yet.,hotel,Skopje,indirect_noisy
CH024905,"Where would you actually go for dinner in Barcelona? Also, Gyors helyi eligazítást kérek Barcelona városáról.",location|restaurant,Barcelona,indirect_noisy
CH024906,"A repülőjegy már megvan Szabadtéri programhoz milyen körülmények lesznek Vilnius városában Az étkezés megvan, éttermet ne ajánlj",weather,Vilnius,indirect_noisy
CH024907,What practical facts should I know about Hamburg? / Kellene egy jó hely enni Hamburg városában.,location|restaurant,Hamburg,indirect_noisy
CH024908,Will the weather ruin outdoor plans in Bucharest? / I need a roof over my head in Bucharest.,hotel|weather,Bucharest,indirect_noisy
CH024909,I'm flexible on timing. I need somewhere good to eat in Nicosia.,restaurant,Nicosia,indirect_noisy
CH024910,"Should I pack an umbrella for Tirana? Also, Mi az, amit kár lenne kihagyni Tirana városában?",attractions|weather,Tirana,indirect_noisy
CH024911,Taxik nélkül hogyan közlekedjek Innsbruck városában? / Gyors helyi eligazítást kérek Innsbruck városáról.,location|transport,Innsbruck,indirect_noisy
CH024912,Give me reasons to leave the hotel in Bologna. / Nem lesz autóm Bologna városában; hogyan járjak?,attractions|transport,Bologna,indirect_noisy
CH024913,What practical facts should I know about Helsinki? / What would you not skip in Helsinki?,attractions|location,Helsinki,indirect_noisy
CH024914,Taxik nélkül hogyan közlekedjek Belgrade városában? / Szabadtéri programhoz milyen körülmények lesznek Belgrade városában? / Kellene egy bázis Belgrade városában az éjszakákra.,hotel|transport|weather,Belgrade,indirect_noisy
CH024915,most leszek ott először. i still need somewhere to sleep in lisbon. miket néznél meg elsőként lisbon városában?,attractions|hotel,Lisbon,indirect_noisy
CH024916,I need a roof over my head in Amsterdam.; Would outdoor plans be risky in Amsterdam?,hotel|weather,Amsterdam,indirect_noisy
CH024917,I'm flexible on timing. Give me the local basics before I land in Nicosia. / I haven't sorted a base in Nicosia yet.,hotel|location,Nicosia,indirect_noisy
CH024918,"Az időzítés rugalmas. Taxik nélkül hogyan közlekedjek Párizs városában? Also, Will the weather ruin outdoor plans in Paris? Also, A szállás kérdése még nyitott Párizs városában.",hotel|transport|weather,Paris,indirect_noisy
CH024919,"Miket néznél meg elsőként Párizs városában? Also, I haven't sorted a base in Paris yet. Also, Would outdoor plans be risky in Paris?",attractions|hotel|weather,Paris,indirect_noisy
CH024920,"Mi az, amit kár lenne kihagyni Krakkó városában? / A szállás kérdése még nyitott Krakkó városában.",attractions|hotel,Krakow,indirect_noisy
CH024921,"Gyors helyi eligazítást kérek London városáról. Mi az, amit kár lenne kihagyni London városában? What's the smartest way to get around London?",attractions|location|transport,London,indirect_noisy
CH024922,"A repülőjegy már megvan. Find me a table worth booking in Tirana. Also, Elázhatok Tirana városában? A szállás már megvan, hotelt ne keress.",restaurant|weather,Tirana,indirect_noisy
CH024923,I need somewhere good to eat in Valencia.; I haven't sorted a base in Valencia yet.,hotel|restaurant,Valencia,indirect_noisy
CH024924,Find me a table worth booking in Krakow. Még nincs hol aludnom Krakkó városában.,hotel|restaurant,Krakow,indirect_noisy
CH024925,I haven't sorted a base in Lisbon yet.,hotel,Lisbon,indirect_noisy
CH024926,I'm flexible on timing. Will the weather ruin outdoor plans in Nicosia?; I need somewhere good to eat in Nicosia.,restaurant|weather,Nicosia,indirect_noisy
CH024927,Give me reasons to leave the hotel in Porto. / I haven't sorted a base in Porto yet. / Would outdoor plans be risky in Porto?,attractions|hotel|weather,Porto,indirect_noisy
CH024928,"Find me a table worth booking in Nice. Also, What would you not skip in Nice? Also, Még nincs hol aludnom Nice városában.",attractions|hotel|restaurant,Nice,indirect_noisy
CH024929,"Keep it practical. Find me a table worth booking in Malta. Also, Should I pack an umbrella for Malta? Also, I need a roof over my head in Malta.",hotel|restaurant|weather,Malta,indirect_noisy
CH024930,"Help me avoid taxis in Dublin.; Mi az, amit kár lenne kihagyni Dublin városában?; Where would you actually go for dinner in Dublin?",attractions|restaurant|transport,Dublin,indirect_noisy
CH024931,Would outdoor plans be risky in Munich?; Brief me before I arrive in Munich.; Taxik nélkül hogyan közlekedjek München városában?,location|transport|weather,Munich,indirect_noisy
CH024932,"Mivel töltenél el egy délutánt Vilnius városában? Also, Give me the local basics before I land in Vilnius. A szállás már megvan, hotelt ne keress.",attractions|location,Vilnius,indirect_noisy
CH024933,"Keep it practical. I still need somewhere to sleep in Nice. Also, Help me avoid taxis in Nice.",hotel|transport,Nice,indirect_noisy
CH024934,I haven't sorted a base in Reykjavik yet.; Érkezés előtt mik a legfontosabb helyi tudnivalók Reykjavik városáról?,hotel|location,Reykjavik,indirect_noisy
CH024935,Legyen praktikus. A szállás kérdése még nyitott Venice városában.,hotel,Venice,indirect_noisy
CH024936,Az időzítés rugalmas. Milyen alapinformációkat tudjak Helsinki városáról?; Elázhatok Helsinki városában?,location|weather,Helsinki,indirect_noisy
CH024937,"Kevés csomaggal megyek. What's the smartest way to get around Brussels? Also, Mivel töltenél el egy délutánt Brussels városában?",attractions|transport,Brussels,indirect_noisy
CH024938,"Legyen praktikus. I haven't sorted a base in Geneva yet. Also, Miket néznél meg elsőként Geneva városában?",attractions|hotel,Geneva,indirect_noisy
CH024939,I won't have a car in Reykjavik; how do I move around?,transport,Reykjavik,indirect_noisy
CH024940,This is my first time there. I haven't sorted a base in Madrid yet.,hotel,Madrid,indirect_noisy
CH024941,Most leszek ott először. Taxik nélkül hogyan közlekedjek Athens városában?,transport,Athens,indirect_noisy
CH024942,This is my first time there. Give me reasons to leave the hotel in Stockholm.; Where would you actually go for dinner in Stockholm?; What practical facts should I know about Stockholm?,attractions|location|restaurant,Stockholm,indirect_noisy
CH024943,A repülőjegy már megvan. Hová ülnél be enni Geneva városában?; Kellene egy bázis Geneva városában az éjszakákra.,hotel|restaurant,Geneva,indirect_noisy
CH024944,I'm trying to travel light. Where would you actually go for dinner in Oslo?,restaurant,Oslo,indirect_noisy
CH024945,This is my first time there. Will the weather ruin outdoor plans in Dubrovnik?,weather,Dubrovnik,indirect_noisy
CH024946,"I'm flexible on timing. Brief me before I arrive in Krakow. Also, What's the smartest way to get around Krakow?",location|transport,Krakow,indirect_noisy
CH024947,Give me reasons to leave the hotel in London. Még nincs hol aludnom London városában.,attractions|hotel,London,indirect_noisy
CH024948,A repülőjegy már megvan. A szállás kérdése még nyitott Amsterdam városában.,hotel,Amsterdam,indirect_noisy
CH024949,What would you not skip in Tallinn? I haven't sorted a base in Tallinn yet. Brief me before I arrive in Tallinn.,attractions|hotel|location,Tallinn,indirect_noisy
CH024950,I'm trying to travel light. I haven't sorted a base in Thessaloniki yet.,hotel,Thessaloniki,indirect_noisy
CH024951,Help me avoid taxis in Luxembourg.; I need somewhere good to eat in Luxembourg.,restaurant|transport,Luxembourg,indirect_noisy
CH024952,Kabát vagy esernyő legyen nálam Bologna városában? Érkezés előtt mik a legfontosabb helyi tudnivalók Bologna városáról? I haven't sorted a base in Bologna yet.,hotel|location|weather,Bologna,indirect_noisy
CH024953,"Hová ülnél be enni Cologne városában? Also, Gyors helyi eligazítást kérek Cologne városáról.",location|restaurant,Cologne,indirect_noisy
CH024954,Hol vacsoráznál Marseille városában? / Help me avoid taxis in Marseille. / I need a roof over my head in Marseille.,hotel|restaurant|transport,Marseille,indirect_noisy
CH024955,Will the weather ruin outdoor plans in Milan? / Give me reasons to leave the hotel in Milan.,attractions|weather,Milan,indirect_noisy
CH024956,"Az időzítés rugalmas. Mi a legegyszerűbb módja, hogy bejárjam Budapest városát?",transport,Budapest,indirect_noisy
CH024957,I'm trying to travel light. Help me avoid taxis in Tirana. / Give me reasons to leave the hotel in Tirana.,attractions|transport,Tirana,indirect_noisy
CH024958,Kevés csomaggal megyek. Mivel töltenél el egy délutánt Krakkó városában?,attractions,Krakow,indirect_noisy
CH024959,This is my first time there. Find me a table worth booking in Gdansk.,restaurant,Gdansk,indirect_noisy
CH024960,Kevés csomaggal megyek. Kellene egy bázis Marseille városában az éjszakákra.; Find me a table worth booking in Marseille.,hotel|restaurant,Marseille,indirect_noisy
CH024961,"Keep it practical. What practical facts should I know about Lyon? Also, Give me reasons to leave the hotel in Lyon. Also, Find me a table worth booking in Lyon.",attractions|location|restaurant,Lyon,indirect_noisy
CH024962,Most leszek ott először. Am I likely to get soaked in Zurich? Mivel töltenél el egy délutánt Zurich városában?,attractions|weather,Zurich,indirect_noisy
CH024963,"Where would you actually go for dinner in Ljubljana? Also, A szállás kérdése még nyitott Ljubljana városában.",hotel|restaurant,Ljubljana,indirect_noisy
CH024964,"Az időzítés rugalmas. Mi az, amit kár lenne kihagyni Párizs városában?",attractions,Paris,indirect_noisy
CH024965,I already have flights. What's the smartest way to get around Porto?,transport,Porto,indirect_noisy
CH024966,Keep it practical. I need a roof over my head in Innsbruck.,hotel,Innsbruck,indirect_noisy
CH024967,"What's the smartest way to get around Bratislava? Also, Kellene egy bázis Bratislava városában az éjszakákra.",hotel|transport,Bratislava,indirect_noisy
CH024968,"Legyen praktikus. A szállás kérdése még nyitott Stockholm városában. Also, Brief me before I arrive in Stockholm. Also, Kellene egy jó hely enni Stockholm városában.",hotel|location|restaurant,Stockholm,indirect_noisy
CH024969,Hol vacsoráznál Marseille városában? / I need a roof over my head in Marseille.,hotel|restaurant,Marseille,indirect_noisy
CH024970,Keep it practical. What practical facts should I know about Hamburg?,location,Hamburg,indirect_noisy
CH024971,Would outdoor plans be risky in Skopje? Nem lesz autóm Skopje városában; hogyan járjak?,transport|weather,Skopje,indirect_noisy
CH024972,I need somewhere good to eat in Athens. I already have accommodation booked; don't search hotels.,restaurant,Athens,indirect_noisy
CH024973,Help me avoid taxis in Riga.,transport,Riga,indirect_noisy
CH024974,Most leszek ott először. Taxik nélkül hogyan közlekedjek Oslo városában?,transport,Oslo,indirect_noisy
CH024975,"I need a roof over my head in Lisbon. Also, Nem lesz autóm Lisbon városában; hogyan járjak? Also, Where would you actually go for dinner in Lisbon?",hotel|restaurant|transport,Lisbon,indirect_noisy
CH024976,"Az időzítés rugalmas. Érkezés előtt mik a legfontosabb helyi tudnivalók Salzburg városáról? Also, I haven't sorted a base in Salzburg yet.",hotel|location,Salzburg,indirect_noisy
CH024977,Legyen praktikus. Taxik nélkül hogyan közlekedjek Copenhagen városában?,transport,Copenhagen,indirect_noisy
CH024978,"What would you not skip in Porto? Also, Should I pack an umbrella for Porto? Also, Gyors helyi eligazítást kérek Porto városáról.",attractions|location|weather,Porto,indirect_noisy
CH024979,Keep it practical. Give me the local basics before I land in Brussels.,location,Brussels,indirect_noisy
CH024980,Legyen praktikus. Help me avoid taxis in Lisbon.; Kellene egy jó hely enni Lisbon városában.,restaurant|transport,Lisbon,indirect_noisy
CH024981,Legyen praktikus. Elázhatok Marseille városában? Find me a table worth booking in Marseille. Miket néznél meg elsőként Marseille városában?,attractions|restaurant|weather,Marseille,indirect_noisy
CH024982,A repülőjegy már megvan. Help me avoid taxis in Ljubljana. Még nincs hol aludnom Ljubljana városában.,hotel|transport,Ljubljana,indirect_noisy
CH024983,"What would you not skip in Prague? Also, Am I likely to get soaked in Prague?",attractions|weather,Prague,indirect_noisy
CH024984,"A repülőjegy már megvan. Give me reasons to leave the hotel in Bologna. Also, Milyen alapinformációkat tudjak Bologna városáról?",attractions|location,Bologna,indirect_noisy
CH024985,Legyen praktikus. Kellene egy bázis Bucharest városában az éjszakákra.,hotel,Bucharest,indirect_noisy
CH024986,I'm trying to travel light. I won't have a car in Athens; how do I move around? / Will the weather ruin outdoor plans in Athens? / I still need somewhere to sleep in Athens.,hotel|transport|weather,Athens,indirect_noisy
CH024987,"A repülőjegy már megvan. Mi a legegyszerűbb módja, hogy bejárjam Copenhagen városát? Kellene egy jó hely enni Copenhagen városában.",restaurant|transport,Copenhagen,indirect_noisy
CH024988,"Would outdoor plans be risky in Luxembourg? Also, Find me a table worth booking in Luxembourg.",restaurant|weather,Luxembourg,indirect_noisy
CH024989,What practical facts should I know about Reykjavik? I won't have a car in Reykjavik; how do I move around? Fill an afternoon in Reykjavik with worthwhile stops.,attractions|location|transport,Reykjavik,indirect_noisy
CH024990,Hol vacsoráznál Split városában? What would you not skip in Split?,attractions|restaurant,Split,indirect_noisy
CH024991,Az időzítés rugalmas. Taxik nélkül hogyan közlekedjek Valencia városában?,transport,Valencia,indirect_noisy
CH024992,"Legyen praktikus. Mi a legegyszerűbb módja, hogy bejárjam Stockholm városát? Mi az, amit kár lenne kihagyni Stockholm városában?",attractions|transport,Stockholm,indirect_noisy
CH024993,Érkezés előtt mik a legfontosabb helyi tudnivalók Reykjavik városáról? Miket néznél meg elsőként Reykjavik városában? Kellene egy bázis Reykjavik városában az éjszakákra.,attractions|hotel|location,Reykjavik,indirect_noisy
CH024994,"A szállás kérdése még nyitott Seville városában. / Mi az, amit kár lenne kihagyni Seville városában?",attractions|hotel,Seville,indirect_noisy
CH024995,Szabadtéri programhoz milyen körülmények lesznek Ljubljana városában? / Miket néznél meg elsőként Ljubljana városában?,attractions|weather,Ljubljana,indirect_noisy
CH024996,"I still need somewhere to sleep in Naples. / Milyen alapinformációkat tudjak Naples városáról? Az étkezés megvan, éttermet ne ajánlj.",hotel|location,Naples,indirect_noisy
CH024997,"Kevés csomaggal megyek. Szabadtéri programhoz milyen körülmények lesznek Lisbon városában? A szállás már megvan, hotelt ne keress.",weather,Lisbon,indirect_noisy
CH024998,"I need a roof over my head in Nicosia. Food is already arranged, so skip restaurant ideas.",hotel,Nicosia,indirect_noisy
CH024999,"Hova ulnel be enni Stockholm varosaban? A szallas mar megvan, hotelt ne keress.",restaurant,Stockholm,indirect_noisy
CH025000,I haven't sorted a base in Vilnius yet.; I won't have a car in Vilnius; how do I move around?; Szabadtéri programhoz milyen körülmények lesznek Vilnius városában?,hotel|transport|weather,Vilnius,indirect_noisy
CH025001,"What's the smartest way to get around Athens? Mi az, amit kár lenne kihagyni Athens városában?",attractions|transport,Athens,indirect_noisy
CH025002,A repülőjegy már megvan. Érkezés előtt mik a legfontosabb helyi tudnivalók Tallinn városáról?; I won't have a car in Tallinn; how do I move around?,location|transport,Tallinn,indirect_noisy
CH025003,What would you not skip in Zurich?; A szállás kérdése még nyitott Zurich városában.,attractions|hotel,Zurich,indirect_noisy
CH025004,Kevés csomaggal megyek. A szállás kérdése még nyitott Seville városában. / I need somewhere good to eat in Seville.,hotel|restaurant,Seville,indirect_noisy
CH025005,Most leszek ott először. What practical facts should I know about Cologne? Szabadtéri programhoz milyen körülmények lesznek Cologne városában? I need a roof over my head in Cologne.,hotel|location|weather,Cologne,indirect_noisy
CH025006,"A repülőjegy már megvan. I still need somewhere to sleep in Warsaw. Also, Fill an afternoon in Warsaw with worthwhile stops. Also, Kellene egy jó hely enni Warsaw városában.",attractions|hotel|restaurant,Warsaw,indirect_noisy
CH025007,"A repülőjegy már megvan. Gyors helyi eligazítást kérek Gdansk városáról. Also, I need a roof over my head in Gdansk.",hotel|location,Gdansk,indirect_noisy
CH025008,"Help me avoid taxis in Tallinn. Also, Kellene egy jó hely enni Tallinn városában. Also, Am I likely to get soaked in Tallinn?",restaurant|transport|weather,Tallinn,indirect_noisy
CH025009,"Mi a legegyszerűbb módja, hogy bejárjam Reykjavik városát?; A szállás kérdése még nyitott Reykjavik városában. Az étkezés megvan, éttermet ne ajánlj.",hotel|transport,Reykjavik,indirect_noisy
CH025010,Az időzítés rugalmas. I still need somewhere to sleep in Ljubljana.; Hol vacsoráznál Ljubljana városában?,hotel|restaurant,Ljubljana,indirect_noisy
CH025011,Most leszek ott először. Hol vacsoráznál Lyon városában?,restaurant,Lyon,indirect_noisy
CH025012,Keep it practical. Give me reasons to leave the hotel in Paris.,attractions,Paris,indirect_noisy
CH025013,What would you not skip in Tirana? / What's the smartest way to get around Tirana?,attractions|transport,Tirana,indirect_noisy
CH025014,Kevés csomaggal megyek. Give me reasons to leave the hotel in Zagreb.; A szállás kérdése még nyitott Zagreb városában.,attractions|hotel,Zagreb,indirect_noisy
CH025015,I'm flexible on timing. What practical facts should I know about Bratislava?; Help me avoid taxis in Bratislava.,location|transport,Bratislava,indirect_noisy
CH025016,This is my first time there. Give me the local basics before I land in Munich. I already have accommodation booked; don't search hotels.,location,Munich,indirect_noisy
CH025017,Keep it practical. Help me avoid taxis in Venice.,transport,Venice,indirect_noisy
CH025018,Elázhatok Edinburgh városában? Milyen alapinformációkat tudjak Edinburgh városáról? A szállás kérdése még nyitott Edinburgh városában.,hotel|location|weather,Edinburgh,indirect_noisy
CH025019,"A repülőjegy már megvan. A szállás kérdése még nyitott Split városában. Also, Mi a legegyszerűbb módja, hogy bejárjam Split városát? Also, Hol vacsoráznál Split városában?",hotel|restaurant|transport,Split,indirect_noisy
CH025020,I already have flights. What practical facts should I know about Edinburgh? What would you not skip in Edinburgh? What's the smartest way to get around Edinburgh?,attractions|location|transport,Edinburgh,indirect_noisy
CH025021,I already have flights. What's the smartest way to get around Nicosia?,transport,Nicosia,indirect_noisy
CH025022,Kevés csomaggal megyek. I need a roof over my head in London. / Milyen alapinformációkat tudjak London városáról?,hotel|location,London,indirect_noisy
CH025023,I already have flights. Give me reasons to leave the hotel in Munich.,attractions,Munich,indirect_noisy
CH025024,Legyen praktikus. Find me a table worth booking in London.; Taxik nélkül hogyan közlekedjek London városában?,restaurant|transport,London,indirect_noisy
CH025025,"A repülőjegy már megvan. Mi az, amit kár lenne kihagyni London városában?",attractions,London,indirect_noisy
CH025026,I'm trying to travel light. Find me a table worth booking in Brussels.,restaurant,Brussels,indirect_noisy
CH025027,Give me reasons to leave the hotel in Hamburg. I already have accommodation booked; don't search hotels.,attractions,Hamburg,indirect_noisy
CH025028,Keep it practical. Will the weather ruin outdoor plans in Cologne?,weather,Cologne,indirect_noisy
CH025029,Fill an afternoon in Bologna with worthwhile stops. / Where would you actually go for dinner in Bologna?,attractions|restaurant,Bologna,indirect_noisy
CH025030,This is my first time there. I still need somewhere to sleep in Copenhagen.,hotel,Copenhagen,indirect_noisy
CH025031,Kevés csomaggal megyek. Még nincs hol aludnom Skopje városában. / Fill an afternoon in Skopje with worthwhile stops. / Hol vacsoráznál Skopje városában?,attractions|hotel|restaurant,Skopje,indirect_noisy
CH025032,What's the smartest way to get around Madrid? What practical facts should I know about Madrid?,location|transport,Madrid,indirect_noisy
CH025033,Keep it practical Find me a table worth booking in Ljubljana,restaurant,Ljubljana,indirect_noisy
CH025034,Taxik nélkül hogyan közlekedjek Riga városában? / Mivel töltenél el egy délutánt Riga városában?,attractions|transport,Riga,indirect_noisy
CH025035,"help me avoid taxis in helsinki. also, fill an afternoon in helsinki with worthwhile stops. also, még nincs hol aludnom helsinki városában.",attractions|hotel|transport,Helsinki,indirect_noisy
CH025036,This is my first time there. Give me reasons to leave the hotel in Skopje. / What practical facts should I know about Skopje?,attractions|location,Skopje,indirect_noisy
CH025037,I'm flexible on timing. Where would you actually go for dinner in Ljubljana?,restaurant,Ljubljana,indirect_noisy
CH025038,"Give me the local basics before I land in London. Also, Nem lesz autóm London városában; hogyan járjak?",location|transport,London,indirect_noisy
CH025039,"A repülőjegy már megvan. Kabát vagy esernyő legyen nálam Split városában? Also, Kellene egy bázis Split városában az éjszakákra. Also, Kellene egy jó hely enni Split városában.",hotel|restaurant|weather,Split,indirect_noisy
CH025040,I already have flights. Give me the local basics before I land in Milan.,location,Milan,indirect_noisy
CH025041,Would outdoor plans be risky in Brussels? I already have accommodation booked; don't search hotels.,weather,Brussels,indirect_noisy
CH025042,"A szállás kérdése még nyitott Florence városában. Also, Help me avoid taxis in Florence.",hotel|transport,Florence,indirect_noisy
CH025043,Keep it practical. I won't have a car in Berlin; how do I move around?,transport,Berlin,indirect_noisy
CH025044,A repülőjegy már megvan. Kellene egy bázis Zagreb városában az éjszakákra. / Help me avoid taxis in Zagreb.,hotel|transport,Zagreb,indirect_noisy
CH025045,Legyen praktikus. I still need somewhere to sleep in Oslo. Fill an afternoon in Oslo with worthwhile stops. Hová ülnél be enni Oslo városában?,attractions|hotel|restaurant,Oslo,indirect_noisy
CH025046,Kellene egy jó hely enni Dubrovnik városában Fill an afternoon in Dubrovnik with worthwhile stops,attractions|restaurant,Dubrovnik,indirect_noisy
CH025047,Legyen praktikus. Fill an afternoon in Thessaloniki with worthwhile stops. Kellene egy jó hely enni Thessaloniki városában.,attractions|restaurant,Thessaloniki,indirect_noisy
CH025048,i won't have a car in zurich; how do i move around?,transport,Zurich,indirect_noisy
CH025049,I'm flexible on timing. I need a roof over my head in Tallinn.,hotel,Tallinn,indirect_noisy
CH025050,"Most leszek ott először. Mivel töltenél el egy délutánt Edinburgh városában? Az étkezés megvan, éttermet ne ajánlj.",attractions,Edinburgh,indirect_noisy
CH025051,"Most leszek ott először. Hol vacsoráznál Thessaloniki városában? / Mi az, amit kár lenne kihagyni Thessaloniki városában? / I won't have a car in Thessaloniki; how do I move around?",attractions|restaurant|transport,Thessaloniki,indirect_noisy
CH025052,"A repülőjegy már megvan. Taxik nélkül hogyan közlekedjek Bratislava városában? Also, A szállás kérdése még nyitott Bratislava városában.",hotel|transport,Bratislava,indirect_noisy
CH025053,"I won't have a car in Krakow; how do I move around? Also, Kellene egy bázis Krakkó városában az éjszakákra.",hotel|transport,Krakow,indirect_noisy
CH025054,"What practical facts should I know about Warsaw?; Hol vacsoráznál Warsaw városában? A szállás már megvan, hotelt ne keress.",location|restaurant,Warsaw,indirect_noisy
CH025055,I'm trying to travel light. I need a roof over my head in Zagreb.; Give me the local basics before I land in Zagreb.,hotel|location,Zagreb,indirect_noisy
CH025056,Kellene egy jó hely enni Bécs városában.; Miket néznél meg elsőként Bécs városában?,attractions|restaurant,Vienna,indirect_noisy
CH025057,Érkezés előtt mik a legfontosabb helyi tudnivalók Gdansk városáról? I won't have a car in Gdansk; how do I move around?,location|transport,Gdansk,indirect_noisy
CH025058,Érkezés előtt mik a legfontosabb helyi tudnivalók Split városáról?; What's the smartest way to get around Split?,location|transport,Split,indirect_noisy
CH025059,I'm flexible on timing. I won't have a car in Barcelona; how do I move around?,transport,Barcelona,indirect_noisy
CH025060,A repülőjegy már megvan. I need a roof over my head in Helsinki. Give me reasons to leave the hotel in Helsinki. Hol vacsoráznál Helsinki városában?,attractions|hotel|restaurant,Helsinki,indirect_noisy
CH025061,Most leszek ott először. Érkezés előtt mik a legfontosabb helyi tudnivalók Innsbruck városáról?,location,Innsbruck,indirect_noisy
CH025062,"A repülőjegy már megvan. Miket néznél meg elsőként Tirana városában? A szállás már megvan, hotelt ne keress.",attractions,Tirana,indirect_noisy
CH025063,I'm flexible on timing. Fill an afternoon in Naples with worthwhile stops. I already have accommodation booked; don't search hotels.,attractions,Naples,indirect_noisy
CH025064,"A repülőjegy már megvan. I won't have a car in Lisbon; how do I move around? / Miket néznél meg elsőként Lisbon városában? Az étkezés megvan, éttermet ne ajánlj.",attractions|transport,Lisbon,indirect_noisy
CH025065,"Legyen praktikus. Kellene egy jó hely enni Seville városában. / Give me the local basics before I land in Seville. / Mi az, amit kár lenne kihagyni Seville városában?",attractions|location|restaurant,Seville,indirect_noisy
CH025066,Give me reasons to leave the hotel in Athens. Would outdoor plans be risky in Athens?,attractions|weather,Athens,indirect_noisy
CH025067,"Keep it practical. What practical facts should I know about Helsinki? Food is already arranged, so skip restaurant ideas.",location,Helsinki,indirect_noisy
CH025068,"Az időzítés rugalmas. I haven't sorted a base in Marseille yet.; Mi a legegyszerűbb módja, hogy bejárjam Marseille városát?",hotel|transport,Marseille,indirect_noisy
CH025069,Az időzítés rugalmas. I need somewhere good to eat in Milan. Szabadtéri programhoz milyen körülmények lesznek Milan városában?,restaurant|weather,Milan,indirect_noisy
CH025070,"Will the weather ruin outdoor plans in Florence? Also, Még nincs hol aludnom Florence városában.",hotel|weather,Florence,indirect_noisy
CH025071,I need somewhere good to eat in Thessaloniki. / Give me the local basics before I land in Thessaloniki.,location|restaurant,Thessaloniki,indirect_noisy
CH025072,I won't have a car in Luxembourg; how do I move around? Will the weather ruin outdoor plans in Luxembourg?,transport|weather,Luxembourg,indirect_noisy
CH025073,Kevés csomaggal megyek. Give me reasons to leave the hotel in Marseille. / Hová ülnél be enni Marseille városában?,attractions|restaurant,Marseille,indirect_noisy
CH025074,Legyen praktikus. Szabadtéri programhoz milyen körülmények lesznek Tallinn városában? / I haven't sorted a base in Tallinn yet.,hotel|weather,Tallinn,indirect_noisy
CH025075,"Érkezés előtt mik a legfontosabb helyi tudnivalók Dublin városáról? Az étkezés megvan, éttermet ne ajánlj.",location,Dublin,indirect_noisy
CH025076,Keep it practical. I still need somewhere to sleep in Paris.; Give me the local basics before I land in Paris.,hotel|location,Paris,indirect_noisy
CH025077,"Az időzítés rugalmas. Miket néznél meg elsőként Helsinki városában? Also, Kellene egy jó hely enni Helsinki városában.",attractions|restaurant,Helsinki,indirect_noisy
CH025078,Legyen praktikus. Érkezés előtt mik a legfontosabb helyi tudnivalók Sarajevo városáról?,location,Sarajevo,indirect_noisy
CH025079,"Nem lesz autóm Warsaw városában; hogyan járjak? What would you not skip in Warsaw? Elázhatok Warsaw városában? A szállás már megvan, hotelt ne keress.",attractions|transport|weather,Warsaw,indirect_noisy
CH025080,"Kellene egy jó hely enni Skopje városában. Also, Nem lesz autóm Skopje városában; hogyan járjak? Also, I still need somewhere to sleep in Skopje.",hotel|restaurant|transport,Skopje,indirect_noisy
CH025081,"I'm trying to travel light. Would outdoor plans be risky in Sarajevo? Food is already arranged, so skip restaurant ideas.",weather,Sarajevo,indirect_noisy
CH025082,I already have flights. I still need somewhere to sleep in Florence.; What practical facts should I know about Florence?; I need somewhere good to eat in Florence.,hotel|location|restaurant,Florence,indirect_noisy
CH025083,Most leszek ott először. Kellene egy jó hely enni Skopje városában.,restaurant,Skopje,indirect_noisy
CH025084,"What would you not skip in Geneva? Also, Kellene egy jó hely enni Geneva városában.",attractions|restaurant,Geneva,indirect_noisy
CH025085,I need a roof over my head in London. What practical facts should I know about London?,hotel|location,London,indirect_noisy
CH025086,Most leszek ott először. Kellene egy jó hely enni Madrid városában.,restaurant,Madrid,indirect_noisy
CH025087,"Give me reasons to leave the hotel in Seville. Also, Milyen alapinformációkat tudjak Seville városáról?",attractions|location,Seville,indirect_noisy
CH025088,Legyen praktikus. A szállás kérdése még nyitott Venice városában. / Szabadtéri programhoz milyen körülmények lesznek Venice városában?,hotel|weather,Venice,indirect_noisy
